mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	decrescendo_hairpin	crescendo_hairpin
99	99	196	196	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	1104	-dacht.														
99	99	196	196	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1105															
99	99	393/2	393/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1106															
99	99	197	197	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1107															
99	99	395/2	395/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1108															
99	99	196	196	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	1109															
99	99	393/2	393/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	1110															
99	99	197	197	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	1111															
99	99	395/2	395/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	1112				articAccentAbove											
100	100	198	198	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1113															
100	100	397/2	397/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1114															
100	100	199	199	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1115															
100	100	399/2	399/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1116				articAccentBelow											
100	100	198	198	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	1117															
100	100	397/2	397/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	1118															
100	100	199	199	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	1119															
100	100	399/2	399/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	1120															
101	101	200	200	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1121															
101	101	401/2	401/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1122															
101	101	201	201	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1123															
101	101	403/2	403/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1124				articAccentBelow											
101	101	200	200	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	1125															
101	101	401/2	401/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	1126															
101	101	201	201	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	1127															
101	101	403/2	403/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	1128															
102	102	202	202	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1129															
102	102	405/2	405/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1130															
102	102	203	203	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1131															
102	102	407/2	407/2	0.0	3/8	3/8	Dynamic	2/4	2	1	0						pp												
102	102	407/2	407/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1132															
102	102	202	202	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	1133															
102	102	405/2	405/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	1134															
102	102	203	203	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	1135															
102	102	407/2	407/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	1136															
103	103	204	204	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1137															
103	103	409/2	409/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1138															
103	103	205	205	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1139															
103	103	411/2	411/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1140															
103	103	204	204	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	1141															
103	103	409/2	409/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	1142															
103	103	205	205	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	1143															
103	103	411/2	411/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	1144															
104	104	206	206	0.0	0	0	Spanner	2/4	2	1	0																0		
104	104	206	206	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	1145													0		
104	104	413/2	413/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	1146													0		
104	104	207	207	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	1147													0		
104	104	415/2	415/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	1148													0		
104	104	206	206	0.5	0	0	Chord	2/4	3	1	1/8	1/8	1	1149															
104	104	413/2	413/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8	1/8	1	1150															
104	104	207	207	0.5	1/4	1/4	Chord	2/4	3	1	1/8	1/8	1	1151															
104	104	415/2	415/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8	1/8	1	1152															
105	105	208	208	0.0	0	0	Spanner	2/4	2	1	0																		
105	105	208	208	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	1153															
105	105	208	208	1.0	0	0	Chord	2/4	3	1	1/4	1/4	1	1154															
