mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	dynamics	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	diminuendo_line	crescendo_line
52	51	203/2	203/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	535														
52	51	102	102	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	536														
52	51	201/2	201/2	0.375	0	0	Chord	2/4	3	1	3/32		1/16	3/2	537														
52	51	807/8	807/8	0.125	3/32	3/32	Chord	2/4	3	1	1/32		1/32	1	538														
52	51	101	101	0.375	1/8	1/8	Chord	2/4	3	1	3/32		1/16	3/2	539														
52	51	811/8	811/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	540														
52	51	203/2	203/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	541														
52	51	102	102	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	542														
53	52	205/2	205/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	543	Ruh,													
53	52	103	103	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	544	und													
53	52	207/2	207/2	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	545	su-													
53	52	417/4	417/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	546	-che													
53	52	205/2	205/2	0.375	0	0	Chord	2/4	2	1	3/32		1/16	3/2	547														
53	52	823/8	823/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	548														
53	52	103	103	0.0	1/8	1/8	Spanner	2/4	2	1	0																		1
53	52	103	103	0.375	1/8	1/8	Chord	2/4	2	1	3/32		1/16	3/2	549														1
53	52	827/8	827/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	550														1
53	52	207/2	207/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	551														1
53	52	104	104	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	552														1
53	52	205/2	205/2	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	553														1
53	52	103	103	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	554														1
53	52	207/2	207/2	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	555														1
53	52	104	104	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	556														1
53	52	205/2	205/2	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	557														
53	52	103	103	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	558														
53	52	207/2	207/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	559														
53	52	104	104	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	560														
54	53	209/2	209/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	561	Ruh,													
54	53	105	105	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	562	und													
54	53	211/2	211/2	0.75	1/4	1/4	Chord	2/4	1	1	3/16		1/8	3/2	563	su-													
54	53	425/4	425/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	564	-che													
54	53	209/2	209/2	0.0	0	0	Spanner	2/4	2	1	0																		
54	53	209/2	209/2	0.375	0	0	Chord	2/4	2	1	3/32		1/16	3/2	565														
54	53	839/8	839/8	0.125	3/32	3/32	Chord	2/4	2	1	1/32		1/32	1	566														
54	53	105	105	0.375	1/8	1/8	Chord	2/4	2	1	3/32		1/16	3/2	567														
54	53	843/8	843/8	0.125	7/32	7/32	Chord	2/4	2	1	1/32		1/32	1	568														
54	53	211/2	211/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	569														
54	53	106	106	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	570														
54	53	209/2	209/2	0.5	0	0	Chord	2/4	2	2	1/8		1/8	1	571														
54	53	105	105	0.5	1/8	1/8	Chord	2/4	2	2	1/8		1/8	1	572														
54	53	211/2	211/2	0.5	1/4	1/4	Chord	2/4	2	2	1/8		1/8	1	573														
54	53	106	106	0.5	3/8	3/8	Chord	2/4	2	2	1/8		1/8	1	574														
54	53	209/2	209/2	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	575														
54	53	105	105	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	576														
54	53	211/2	211/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	577														
54	53	106	106	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	578														
55	54	213/2	213/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	579	Ruh.													
55	54	213/2	213/2	0.0	0	0	Dynamic	2/4	2	1	0							p											
55	54	213/2	213/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	580														
55	54	107	107	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	581														
55	54	215/2	215/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	582														
55	54	108	108	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	583														
55	54	213/2	213/2	0.375	0	0	Chord	2/4	3	1	3/32		1/16	3/2	584														
55	54	855/8	855/8	0.125	3/32	3/32	Chord	2/4	3	1	1/32		1/32	1	585														
55	54	107	107	0.375	1/8	1/8	Chord	2/4	3	1	3/32		1/16	3/2	586														
55	54	859/8	859/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32		1/32	1	587														
55	54	215/2	215/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	588														
55	54	108	108	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	589														
56	55	217/2	217/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	590				articStaccatoAbove						75				
56	55	109	109	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	591				articStaccatoAbove						75				
56	55	219/2	219/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	592				articStaccatoAbove						75				
56	55	110	110	0.0	3/8	3/8	Spanner	2/4	2	1	0																	0	
56	55	110	110	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	593				articStaccatoAbove									0	
56	55	217/2	217/2	1.0	0	0	Chord	2/4	2	2	1/4		1/4	1	594													0	
56	55	217/2	217/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	595														
57	56	112	112	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	596	Ei-													
57	56	449/4	449/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	597	-nen													
57	56	221/2	221/2	0.0	0	0	Spanner	2/4	2	1	0																		
57	56	221/2	221/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	598				articStaccatoBelow						76				
57	56	111	111	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	599				articStaccatoBelow						76				
57	56	223/2	223/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	600				articStaccatoBelow						76				
57	56	112	112	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	601				articStaccatoBelow										
58	57	225/2	225/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	602	Wei-													
58	57	113	113	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	603	-ser													
58	57	227/2	227/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	604	seh'													
58	57	114	114	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	605	ich													
58	57	225/2	225/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	606				articStaccatoBelow						77				
58	57	113	113	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	607				articStaccatoBelow						77				
58	57	227/2	227/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	608				articStaccatoBelow						77				
58	57	114	114	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	609				articStaccatoBelow										
58	57	225/2	225/2	0.0	0	0	Dynamic	2/4	3	1	0							pp											
58	57	225/2	225/2	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	610										78				
59	58	229/2	229/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	611	ste-													
59	58	231/2	231/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	612	-hen													
59	58	116	116	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	613	un-													
59	58	465/4	465/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	614	-ver-													
59	58	229/2	229/2	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	615														
59	58	229/2	229/2	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	616				articStaccatoAbove						79				
59	58	115	115	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	617				articStaccatoAbove						79				
59	58	231/2	231/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	618				articStaccatoAbove						79				
59	58	116	116	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	619				articStaccatoAbove										
60	59	233/2	233/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	620	-rückt													
60	59	117	117	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	621	vor													
60	59	235/2	235/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	622	mei-													
60	59	118	118	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	623	-nem													
60	59	233/2	233/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	624				articStaccatoBelow						80				
60	59	117	117	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	625				articStaccatoBelow						80				
60	59	235/2	235/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	626				articStaccatoBelow						80				
60	59	118	118	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	627				articStaccatoBelow										
60	59	233/2	233/2	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	628										81				
61	60	237/2	237/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	629	Blick;													
61	60	120	120	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	630	ei-													
61	60	481/4	481/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	631	-ne													
61	60	237/2	237/2	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	632														
61	60	237/2	237/2	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	633				articStaccatoAbove						82				
61	60	119	119	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	634				articStaccatoAbove						82				
61	60	239/2	239/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	635				articStaccatoAbove						82				
61	60	120	120	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	636				articStaccatoAbove										
62	61	241/2	241/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	637	Stra-													
62	61	121	121	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	638	-sse													
62	61	243/2	243/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	639	muss													
62	61	122	122	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	640	ich													
62	61	241/2	241/2	0.0	0	0	Spanner	2/4	2	1	0																		2
62	61	241/2	241/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	641														2
62	61	121	121	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	642														2
62	61	243/2	243/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	643														2
62	61	122	122	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	644														2
62	61	241/2	241/2	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	645														
63	62	245/2	245/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	646	ge-													
63	62	247/2	247/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	647	-hen,													
63	62	124	124	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	648	ei-													
63	62	497/4	497/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	649	-ne													
63	62	245/2	245/2	0.0	0	0	Spanner	2/4	2	1	0																		
63	62	245/2	245/2	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	650														
63	62	245/2	245/2	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	651														
63	62	123	123	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	652														
63	62	247/2	247/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	653														
63	62	124	124	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	654														
64	63	249/2	249/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	655	Stra-													
64	63	125	125	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	656	-sse													
64	63	251/2	251/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	657	muss													
64	63	126	126	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	658	ich													
64	63	249/2	249/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	659														
64	63	125	125	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	660														
64	63	251/2	251/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	661														
64	63	126	126	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	662														
64	63	249/2	249/2	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	663														
65	64	253/2	253/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	664	ge-													
65	64	255/2	255/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	665	-hen,													
65	64	128	128	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	666	die													
65	64	513/4	513/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	667	noch													
65	64	253/2	253/2	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	668														
65	64	253/2	253/2	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	669														
65	64	127	127	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	670														
65	64	255/2	255/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	671														
65	64	128	128	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	672														
66	65	257/2	257/2	2.0	0	0	Chord	2/4	1	1	1/2		1/2	1	673	-kei-													
66	65	257/2	257/2	0.0	0	0	Spanner	2/4	2	1	0															3			
66	65	257/2	257/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	674											3			
66	65	129	129	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	675											3			
66	65	259/2	259/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																		
66	65	259/2	259/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																4		
66	65	259/2	259/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	676												4		
66	65	130	130	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	677												4		
66	65	257/2	257/2	0.0	0	0	Dynamic	2/4	3	1	0							f											
66	65	257/2	257/2	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	678														
66	65	129	129	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	679														
66	65	259/2	259/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	680														
66	65	130	130	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	681														
67	66	261/2	261/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	682														
67	66	131	131	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	683										83				
67	66	525/4	525/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	684	-ner													
67	66	263/2	263/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	685	ging													
67	66	132	132	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	686	zu-													
67	66	261/2	261/2	0.0	0	0	Spanner	2/4	2	1	0																		
67	66	261/2	261/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	687										84				
67	66	131	131	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	688										84				
67	66	263/2	263/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	689										84				
67	66	132	132	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	690														
67	66	261/2	261/2	0.0	0	0	Dynamic	2/4	3	1	0							p											
67	66	261/2	261/2	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	691														
67	66	131	131	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	692														
67	66	263/2	263/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	693														
67	66	132	132	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	694														
68	67	265/2	265/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	695	-rück.													
68	67	265/2	265/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	696				articStaccatoBelow						85				
68	67	133	133	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	697				articStaccatoBelow						85				
68	67	267/2	267/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	698				articStaccatoBelow						85				
68	67	134	134	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	699				articStaccatoBelow						85				
68	67	265/2	265/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	700														
69	68	136	136	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	701	Ei-													
69	68	545/4	545/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	702	-nen													
69	68	269/2	269/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	703				articStaccatoBelow						85				
69	68	135	135	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	704				articStaccatoBelow						85				
69	68	271/2	271/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	705				articStaccatoBelow						85				
69	68	136	136	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	706				articStaccatoBelow										
70	69	273/2	273/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	707	Wei-													
70	69	137	137	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	708	-ser													
70	69	275/2	275/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	709	seh'													
70	69	138	138	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	710	ich													
70	69	273/2	273/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	711														
70	69	137	137	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	712														
70	69	275/2	275/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	713														
70	69	138	138	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	714														
70	69	273/2	273/2	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	715										86				
70	69	273/2	273/2	0.0	0	0	Dynamic	2/4	3	1	0							pp											
70	69	273/2	273/2	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	716										87				
71	70	277/2	277/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	717	ste-													
71	70	139	139	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	718	-hen													
71	70	140	140	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	719	un-													
71	70	561/4	561/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	720	-ver-													
71	70	277/2	277/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	721														
71	70	139	139	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	722														
71	70	279/2	279/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	723														
71	70	140	140	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	724														
71	70	277/2	277/2	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	725										88				
71	70	277/2	277/2	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	726										89				
72	71	281/2	281/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	727	-rückt													
72	71	141	141	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	728	vor													
72	71	283/2	283/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	729	mei-													
72	71	142	142	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	730	-nem													
72	71	281/2	281/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	731														
72	71	141	141	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	732														
72	71	283/2	283/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	733														
72	71	142	142	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	734														
72	71	281/2	281/2	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	735										90				
72	71	281/2	281/2	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	736										91				
73	72	285/2	285/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	737	Blick;													
73	72	144	144	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	738	ei-													
73	72	577/4	577/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	739	-ne													
73	72	285/2	285/2	0.0	0	0	Spanner	2/4	2	1	0																		3
73	72	285/2	285/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	740														3
73	72	143	143	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	741														3
73	72	287/2	287/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	742														3
73	72	144	144	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	743														3
73	72	285/2	285/2	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	744										92				3
73	72	285/2	285/2	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	745										93				
74	73	289/2	289/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	746	Stra-													
74	73	145	145	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	747	-sse													
74	73	291/2	291/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	748	muss													
74	73	146	146	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	749	ich													
74	73	289/2	289/2	0.0	0	0	Spanner	2/4	2	1	0																		
74	73	289/2	289/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	750														
74	73	145	145	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	751														
74	73	291/2	291/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	752														
74	73	146	146	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	753														
74	73	289/2	289/2	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	754														
74	73	289/2	289/2	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	755														
75	74	293/2	293/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	756	ge-													
75	74	147	147	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	757	-hen,													
75	74	148	148	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	758	die													
75	74	593/4	593/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	759	noch													
75	74	293/2	293/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	760														
75	74	147	147	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	761														
75	74	295/2	295/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	762														
75	74	148	148	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	763														
75	74	293/2	293/2	2.0	0	0	Chord	2/4	2	2	1/2		1/2	1	764														
75	74	293/2	293/2	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	765														
76	75	297/2	297/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	766	-kei-									94				
76	75	149	149	1.5	1/8	1/8	Chord	2/4	1	1	3/8		1/4	3/2	767														
76	75	297/2	297/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	768														
76	75	149	149	0.0	1/8	1/8	Spanner	2/4	2	1	0															4			
76	75	149	149	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	769											4			
76	75	299/2	299/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																		
76	75	299/2	299/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																5		
76	75	299/2	299/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	770												5		
76	75	150	150	0.0	3/8	3/8	Spanner	2/4	2	1	0																		
76	75	150	150	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	771														
76	75	297/2	297/2	0.0	0	0	Dynamic	2/4	3	1	0							f											
76	75	297/2	297/2	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	772														
76	75	149	149	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	773														
76	75	299/2	299/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	774														
76	75	150	150	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	775														
77	76	301/2	301/2	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	776														
77	76	151	151	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	777										95				
77	76	605/4	605/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	778	-ner													
77	76	303/2	303/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	779	ging													
77	76	152	152	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	780	zu-													
77	76	301/2	301/2	0.5	0	0	Chord	2/4	2	1	1/8		1/8	1	781										96				
77	76	151	151	0.5	1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	782										96				
77	76	303/2	303/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	783										96				
77	76	152	152	0.5	3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	784														
77	76	301/2	301/2	0.0	0	0	Dynamic	2/4	3	1	0							p											
77	76	301/2	301/2	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	785														
77	76	151	151	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	786														
77	76	303/2	303/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	787														
77	76	152	152	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	788														
78	77	305/2	305/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	789	-rück,													
78	77	305/2	305/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	790														
78	77	307/2	307/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	791										97				
78	77	305/2	305/2	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	792														
78	77	307/2	307/2	0.0	1/4	1/4	Dynamic	2/4	3	1	0							pp											
78	77	307/2	307/2	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	793										98				
79	78	309/2	309/2	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	794	die													
79	78	311/2	311/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	795	noch													
79	78	309/2	309/2	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	796										97				
