mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	diminuendo_line	crescendo_line
23	23	132	132	0.5	0	0	Chord	12/8	1	1	1/8		1/8	1	543	sie													
23	23	265/2	265/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8		1/8	1	544														
23	23	133	133	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	545	noch													
23	23	267/2	267/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4		1/4	1	546	üb-													
23	23	269/2	269/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	547	-rig-													
23	23	135	135	0.5	3/4	3/4	Chord	12/8	1	1	1/8		1/8	1	548	-lies-													
23	23	271/2	271/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8		1/8	1	549	-sen,													
23	23	275/2	275/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	550	doch													
23	23	132	132	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	551														
23	23	265/2	265/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	552														
23	23	133	133	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	553														
23	23	267/2	267/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	554														
23	23	134	134	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	555														
23	23	269/2	269/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	556														
23	23	135	135	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	557										27				
23	23	271/2	271/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	558										27				
23	23	136	136	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	559										27				
23	23	273/2	273/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	560										27				
23	23	137	137	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	561										27				
23	23	275/2	275/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	562														
23	23	135	135	0.5	3/4	3/4	Chord	12/8	2	2	1/8		1/8	1	563														
23	23	271/2	271/2	0.5	7/8	7/8	Chord	12/8	2	2	1/8		1/8	1	564														
23	23	136	136	0.5	1	1	Chord	12/8	2	2	1/8		1/8	1	565														
23	23	273/2	273/2	0.5	9/8	9/8	Chord	12/8	2	2	1/8		1/8	1	566														
23	23	137	137	0.5	5/4	5/4	Chord	12/8	2	2	1/8		1/8	1	567														
23	23	275/2	275/2	0.5	11/8	11/8	Chord	12/8	2	2	1/8		1/8	1	568														
23	23	132	132	0.0	0	0	Spanner	12/8	3	1	0															2			
23	23	132	132	0.5	0	0	Chord	12/8	3	1	1/8		1/8	1	569										28	2			
23	23	265/2	265/2	0.5	1/8	1/8	Chord	12/8	3	1	1/8		1/8	1	570										28	2			
23	23	133	133	0.5	1/4	1/4	Chord	12/8	3	1	1/8		1/8	1	571										28	2			
23	23	267/2	267/2	0.0	3/8	3/8	Spanner	12/8	3	1	0														28	2	2		
23	23	267/2	267/2	1.0	3/8	3/8	Chord	12/8	3	1	1/4		1/4	1	572										28	2	2		
23	23	269/2	269/2	0.5	5/8	5/8	Chord	12/8	3	1	1/8		1/8	1	573											2	2		
23	23	135	135	1.0	3/4	3/4	Chord	12/8	3	1	1/4		1/4	1	574											2	2		
23	23	275/2	275/2	0.5	11/8	11/8	Chord	12/8	3	1	1/8		1/8	1	575											2	2		
24	24	138	138	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	576	wie-									29				
24	24	139	139	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	577														
24	24	279/2	279/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4		1/4	1	578	-der													
24	24	281/2	281/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	579	zu													
24	24	141	141	1.5	3/4	3/4	Chord	12/8	1	1	3/8		1/4	3/2	580	fin-													
24	24	285/2	285/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	581	-den,													
24	24	287/2	287/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	582	doch													
24	24	138	138	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	583										30				
24	24	277/2	277/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	584										30				
24	24	139	139	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	585														
24	24	279/2	279/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	586														
24	24	140	140	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	587														
24	24	281/2	281/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	588														
24	24	141	141	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	589										31				
24	24	283/2	283/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	590										31				
24	24	142	142	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	591										31				
24	24	285/2	285/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	592										31				
24	24	143	143	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	593										31				
24	24	287/2	287/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	594														
24	24	138	138	0.0	0	0	Spanner	12/8	3	1	0																		
24	24	138	138	0.0	0	0	Spanner	12/8	3	1	0																		
24	24	138	138	1.0	0	0	Chord	12/8	3	1	1/4		1/4	1	595														
24	24	281/2	281/2	0.5	5/8	5/8	Chord	12/8	3	1	1/8		1/8	1	596														
24	24	141	141	1.0	3/4	3/4	Chord	12/8	3	1	1/4		1/4	1	597														
24	24	287/2	287/2	0.5	11/8	11/8	Chord	12/8	3	1	1/8		1/8	1	598														
25	25	144	144	1.0	0	0	Chord	12/8	1	1	1/4		1/4	1	599	wie-									32				
25	25	145	145	0.5	1/4	1/4	Chord	12/8	1	1	1/8		1/8	1	600														
25	25	291/2	291/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4		1/4	1	601	-der													
25	25	293/2	293/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	602	zu													
25	25	147	147	1.5	3/4	3/4	Chord	12/8	1	1	3/8		1/4	3/2	603	fin-													
25	25	297/2	297/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	604	-den													
25	25	299/2	299/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	605	auf													
25	25	144	144	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	606										33				
25	25	289/2	289/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	607										33				
25	25	145	145	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	608														
25	25	291/2	291/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	609														
25	25	146	146	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	610														
25	25	293/2	293/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	611														
25	25	147	147	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	612										34				
25	25	295/2	295/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	613										34				
25	25	148	148	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	614										34				
25	25	297/2	297/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	615										34				
25	25	149	149	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	616										34				
25	25	299/2	299/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	617														
25	25	144	144	1.0	0	0	Chord	12/8	3	1	1/4		1/4	1	618														
25	25	293/2	293/2	0.5	5/8	5/8	Chord	12/8	3	1	1/8		1/8	1	619														
25	25	147	147	1.0	3/4	3/4	Chord	12/8	3	1	1/4		1/4	1	620														
25	25	299/2	299/2	0.5	11/8	11/8	Chord	12/8	3	1	1/8		1/8	1	621														
26	26	150	150	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	622	ih-													
26	26	303/2	303/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8		1/8	1	623														
26	26	152	152	0.5	1/2	1/2	Chord	12/8	1	1	1/8		1/8	1	624														
26	26	305/2	305/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	625	-ren													
26	26	153	153	0.0	3/4	3/4	Chord	12/8	1	1	0	appoggiatura	1/8	1	626														
26	26	153	153	1.5	3/4	3/4	Chord	12/8	1	1	3/8		1/4	3/2	627	Kis-													
26	26	309/2	309/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	628	-sen.													
26	26	150	150	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	629										35				
26	26	301/2	301/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	630										35				
26	26	151	151	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	631										35				
26	26	303/2	303/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	632										35				
26	26	152	152	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	633										35				
26	26	305/2	305/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	634														
26	26	153	153	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	635										36				
26	26	307/2	307/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	636										36				
26	26	154	154	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	637										36				
26	26	309/2	309/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	638										36				
26	26	155	155	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	639										36				
26	26	311/2	311/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	640										36				
26	26	150	150	3.0	0	0	Chord	12/8	2	2	3/4		1/2	3/2	641										37				
26	26	153	153	1.0	3/4	3/4	Chord	12/8	2	2	1/4		1/4	1	642														
26	26	150	150	1.0	0	0	Chord	12/8	3	1	1/4		1/4	1	643			articStaccatoAbove							38				
26	26	151	151	0.5	1/4	1/4	Chord	12/8	3	1	1/8		1/8	1	644			articStaccatoAbove							38				
26	26	303/2	303/2	0.5	3/8	3/8	Chord	12/8	3	1	1/8		1/8	1	645			articStaccatoAbove							38				
26	26	152	152	0.5	1/2	1/2	Chord	12/8	3	1	1/8		1/8	1	646			articStaccatoAbove							38				
26	26	305/2	305/2	0.5	5/8	5/8	Chord	12/8	3	1	1/8		1/8	1	647			articStaccatoAbove											
26	26	153	153	1.0	3/4	3/4	Chord	12/8	3	1	1/4		1/4	1	648														
27	27	156	156	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	649										36				
27	27	313/2	313/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	650										36				
27	27	157	157	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	651										36				
27	27	315/2	315/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	652										36				
27	27	158	158	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	653										36				
27	27	317/2	317/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	654										36				
27	27	159	159	0.0	3/4	3/4	StaffText	12/8	2	1	0								decresc.						36				
27	27	159	159	0.0	3/4	3/4	Spanner	12/8	2	1	0														36			1	
27	27	159	159	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	655										36			1	
27	27	319/2	319/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	656										36			1	
27	27	160	160	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	657										36			1	
27	27	321/2	321/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	658										36			1	
27	27	161	161	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	659										36			1	
27	27	323/2	323/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	660										36			1	
28	28	162	162	0.0	0	0	Spanner	12/8	2	1	0														36				
28	28	162	162	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	661										36				
28	28	325/2	325/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	662										36				
28	28	163	163	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	663										36				
28	28	327/2	327/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	664										36				
28	28	164	164	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	665										36				
28	28	329/2	329/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	666										36				
28	28	165	165	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	667										36				
28	28	331/2	331/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8		1/8	1	668										36				
28	28	166	166	0.5	1	1	Chord	12/8	2	1	1/8		1/8	1	669										36				
28	28	333/2	333/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8		1/8	1	670										36				
28	28	167	167	0.5	5/4	5/4	Chord	12/8	2	1	1/8		1/8	1	671										36				
28	28	335/2	335/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8		1/8	1	672														
29	29	168	168	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	673														
29	29	673/4	673/4	0.0	1/16	1/16	Dynamic	12/8	2	1	0						pp												
29	29	337/2	337/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	674														
29	29	169	169	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	675														
29	29	339/2	339/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	676														
29	29	170	170	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	677														
29	29	341/2	341/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	678														
29	29	171	171	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	679														
29	29	168	168	0.25	0	0	Chord	12/8	3	1	1/16		1/16	1	680														
29	29	673/4	673/4	0.25	1/16	1/16	Chord	12/8	3	1	1/16		1/16	1	681														
29	29	337/2	337/2	0.25	1/8	1/8	Chord	12/8	3	1	1/16		1/16	1	682														
29	29	675/4	675/4	0.25	3/16	3/16	Chord	12/8	3	1	1/16		1/16	1	683														
29	29	169	169	0.25	1/4	1/4	Chord	12/8	3	1	1/16		1/16	1	684														
29	29	677/4	677/4	0.25	5/16	5/16	Chord	12/8	3	1	1/16		1/16	1	685														
29	29	339/2	339/2	0.25	3/8	3/8	Chord	12/8	3	1	1/16		1/16	1	686														
29	29	679/4	679/4	0.25	7/16	7/16	Chord	12/8	3	1	1/16		1/16	1	687														
29	29	170	170	0.25	1/2	1/2	Chord	12/8	3	1	1/16		1/16	1	688														
29	29	681/4	681/4	0.25	9/16	9/16	Chord	12/8	3	1	1/16		1/16	1	689														
29	29	341/2	341/2	0.25	5/8	5/8	Chord	12/8	3	1	1/16		1/16	1	690														
29	29	683/4	683/4	0.25	11/16	11/16	Chord	12/8	3	1	1/16		1/16	1	691														
29	29	171	171	0.5	3/4	3/4	Chord	12/8	3	1	1/8		1/8	1	692														
30	30	177	177	1.5	3/4	3/4	Chord	12/8	1	1	3/8		1/4	3/2	693	Bellt													
30	30	357/2	357/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	694	mich													
30	30	359/2	359/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	695	nur													
30	30	174	174	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	696														
30	30	349/2	349/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	697														
30	30	175	175	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	698														
30	30	351/2	351/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	699														
30	30	176	176	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	700														
30	30	353/2	353/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	701														
30	30	177	177	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	702														
30	30	174	174	0.25	0	0	Chord	12/8	3	1	1/16		1/16	1	703										39				
30	30	697/4	697/4	0.25	1/16	1/16	Chord	12/8	3	1	1/16		1/16	1	704										39				
30	30	349/2	349/2	0.25	1/8	1/8	Chord	12/8	3	1	1/16		1/16	1	705										39				
30	30	699/4	699/4	0.25	3/16	3/16	Chord	12/8	3	1	1/16		1/16	1	706										39				
30	30	175	175	0.25	1/4	1/4	Chord	12/8	3	1	1/16		1/16	1	707										39				
30	30	701/4	701/4	0.25	5/16	5/16	Chord	12/8	3	1	1/16		1/16	1	708										39				
30	30	351/2	351/2	0.25	3/8	3/8	Chord	12/8	3	1	1/16		1/16	1	709										39				
30	30	703/4	703/4	0.25	7/16	7/16	Chord	12/8	3	1	1/16		1/16	1	710										39				
30	30	176	176	0.25	1/2	1/2	Chord	12/8	3	1	1/16		1/16	1	711										39				
30	30	705/4	705/4	0.25	9/16	9/16	Chord	12/8	3	1	1/16		1/16	1	712										39				
30	30	353/2	353/2	0.25	5/8	5/8	Chord	12/8	3	1	1/16		1/16	1	713										39				
30	30	707/4	707/4	0.25	11/16	11/16	Chord	12/8	3	1	1/16		1/16	1	714														
30	30	177	177	0.5	3/4	3/4	Chord	12/8	3	1	1/8		1/8	1	715														
31	31	180	180	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	716	fort,													
31	31	363/2	363/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4		1/4	1	717														
31	31	365/2	365/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	718	ihr													
31	31	183	183	1.5	3/4	3/4	Chord	12/8	1	1	3/8		1/4	3/2	719	wa-													
31	31	369/2	369/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	720														
31	31	371/2	371/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	721	-chen													
31	31	180	180	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	722														
31	31	361/2	361/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	723														
31	31	181	181	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	724														
31	31	363/2	363/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	725														
31	31	182	182	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	726														
31	31	365/2	365/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	727														
31	31	183	183	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	728														
31	31	180	180	0.25	0	0	Chord	12/8	3	1	1/16		1/16	1	729										40				
31	31	721/4	721/4	0.25	1/16	1/16	Chord	12/8	3	1	1/16		1/16	1	730										40				
31	31	361/2	361/2	0.25	1/8	1/8	Chord	12/8	3	1	1/16		1/16	1	731										40				
31	31	723/4	723/4	0.25	3/16	3/16	Chord	12/8	3	1	1/16		1/16	1	732										40				
31	31	181	181	0.25	1/4	1/4	Chord	12/8	3	1	1/16		1/16	1	733										40				
31	31	725/4	725/4	0.25	5/16	5/16	Chord	12/8	3	1	1/16		1/16	1	734										40				
31	31	363/2	363/2	0.25	3/8	3/8	Chord	12/8	3	1	1/16		1/16	1	735										40				
31	31	727/4	727/4	0.25	7/16	7/16	Chord	12/8	3	1	1/16		1/16	1	736										40				
31	31	182	182	0.25	1/2	1/2	Chord	12/8	3	1	1/16		1/16	1	737										40				
31	31	729/4	729/4	0.25	9/16	9/16	Chord	12/8	3	1	1/16		1/16	1	738										40				
31	31	365/2	365/2	0.25	5/8	5/8	Chord	12/8	3	1	1/16		1/16	1	739										40				
31	31	731/4	731/4	0.25	11/16	11/16	Chord	12/8	3	1	1/16		1/16	1	740														
31	31	183	183	0.0	3/4	3/4	Chord	12/8	3	1	0	grace32	1/32	1	741														
31	31	183	183	0.0	3/4	3/4	Chord	12/8	3	1	0	grace32	1/32	1	742														
31	31	183	183	0.5	3/4	3/4	Chord	12/8	3	1	1/8		1/8	1	743			articStaccatissimoAbove											
32	32	186	186	0.0	0	0	Chord	12/8	1	1	0	appoggiatura	1/8	1	744														
32	32	186	186	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	745	Hun-													
32	32	375/2	375/2	1.5	3/8	3/8	Chord	12/8	1	1	3/8		1/4	3/2	746	-de,													
32	32	189	189	1.5	3/4	3/4	Chord	12/8	1	1	3/8		1/4	3/2	747	lasst													
32	32	381/2	381/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	748	mich													
32	32	383/2	383/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	749	nicht													
32	32	186	186	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	750														
32	32	373/2	373/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	751														
32	32	187	187	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	752														
32	32	375/2	375/2	0.0	3/8	3/8	Spanner	12/8	2	1	0																		3
32	32	375/2	375/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	753														3
32	32	188	188	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	754														3
32	32	377/2	377/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	755														3
32	32	189	189	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	756														3
32	32	186	186	0.25	0	0	Chord	12/8	3	1	1/16		1/16	1	757										41				
32	32	745/4	745/4	0.25	1/16	1/16	Chord	12/8	3	1	1/16		1/16	1	758										41				
32	32	373/2	373/2	0.25	1/8	1/8	Chord	12/8	3	1	1/16		1/16	1	759										41				
32	32	747/4	747/4	0.25	3/16	3/16	Chord	12/8	3	1	1/16		1/16	1	760										41				
32	32	187	187	0.25	1/4	1/4	Chord	12/8	3	1	1/16		1/16	1	761										41				
32	32	749/4	749/4	0.25	5/16	5/16	Chord	12/8	3	1	1/16		1/16	1	762										41				
32	32	375/2	375/2	0.25	3/8	3/8	Chord	12/8	3	1	1/16		1/16	1	763										41				
32	32	751/4	751/4	0.25	7/16	7/16	Chord	12/8	3	1	1/16		1/16	1	764										41				
32	32	188	188	0.25	1/2	1/2	Chord	12/8	3	1	1/16		1/16	1	765										41				
32	32	753/4	753/4	0.25	9/16	9/16	Chord	12/8	3	1	1/16		1/16	1	766										41				
32	32	377/2	377/2	0.25	5/8	5/8	Chord	12/8	3	1	1/16		1/16	1	767										41				
32	32	755/4	755/4	0.25	11/16	11/16	Chord	12/8	3	1	1/16		1/16	1	768														
32	32	189	189	0.0	3/4	3/4	Chord	12/8	3	1	0	grace32	1/32	1	769														
32	32	189	189	0.0	3/4	3/4	Chord	12/8	3	1	0	grace32	1/32	1	770														
32	32	189	189	0.5	3/4	3/4	Chord	12/8	3	1	1/8		1/8	1	771														
33	33	192	192	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	772	ruh'n													
33	33	387/2	387/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4		1/4	1	773	in													
33	33	389/2	389/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8		1/8	1	774	der													
33	33	195	195	1.5	3/4	3/4	Chord	12/8	1	1	3/8		1/4	3/2	775	Schlum-													
33	33	393/2	393/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4		1/4	1	776														
33	33	395/2	395/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8		1/8	1	777	-mer-													
33	33	192	192	0.0	0	0	Spanner	12/8	2	1	0																		
33	33	192	192	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	778														
33	33	385/2	385/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	779														
33	33	193	193	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	780														
33	33	387/2	387/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	781														
33	33	194	194	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	782														
33	33	389/2	389/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	783														
33	33	195	195	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	784														
33	33	192	192	0.25	0	0	Chord	12/8	3	1	1/16		1/16	1	785										42				
33	33	769/4	769/4	0.25	1/16	1/16	Chord	12/8	3	1	1/16		1/16	1	786										42				
33	33	385/2	385/2	0.25	1/8	1/8	Chord	12/8	3	1	1/16		1/16	1	787										42				
33	33	771/4	771/4	0.25	3/16	3/16	Chord	12/8	3	1	1/16		1/16	1	788										42				
33	33	193	193	0.25	1/4	1/4	Chord	12/8	3	1	1/16		1/16	1	789										42				
33	33	773/4	773/4	0.25	5/16	5/16	Chord	12/8	3	1	1/16		1/16	1	790										42				
33	33	387/2	387/2	0.25	3/8	3/8	Chord	12/8	3	1	1/16		1/16	1	791										42				
33	33	775/4	775/4	0.25	7/16	7/16	Chord	12/8	3	1	1/16		1/16	1	792										42				
33	33	194	194	0.25	1/2	1/2	Chord	12/8	3	1	1/16		1/16	1	793										42				
33	33	777/4	777/4	0.25	9/16	9/16	Chord	12/8	3	1	1/16		1/16	1	794										42				
33	33	389/2	389/2	0.25	5/8	5/8	Chord	12/8	3	1	1/16		1/16	1	795										42				
33	33	779/4	779/4	0.25	11/16	11/16	Chord	12/8	3	1	1/16		1/16	1	796														
33	33	195	195	0.0	3/4	3/4	Chord	12/8	3	1	0	grace32	1/32	1	797														
33	33	195	195	0.0	3/4	3/4	Chord	12/8	3	1	0	grace32	1/32	1	798														
33	33	195	195	0.5	3/4	3/4	Chord	12/8	3	1	1/8		1/8	1	799														
34	34	198	198	1.5	0	0	Chord	12/8	1	1	3/8		1/4	3/2	800	-stun-													
34	34	399/2	399/2	1.5	3/8	3/8	Chord	12/8	1	1	3/8		1/4	3/2	801	-de													
34	34	198	198	0.5	0	0	Chord	12/8	2	1	1/8		1/8	1	802														
34	34	397/2	397/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8		1/8	1	803														
34	34	199	199	0.5	1/4	1/4	Chord	12/8	2	1	1/8		1/8	1	804														
34	34	399/2	399/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8		1/8	1	805														
34	34	200	200	0.5	1/2	1/2	Chord	12/8	2	1	1/8		1/8	1	806														
34	34	401/2	401/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8		1/8	1	807														
34	34	201	201	0.5	3/4	3/4	Chord	12/8	2	1	1/8		1/8	1	808														
34	34	198	198	0.25	0	0	Chord	12/8	3	1	1/16		1/16	1	809										43				
34	34	793/4	793/4	0.25	1/16	1/16	Chord	12/8	3	1	1/16		1/16	1	810										43				
34	34	397/2	397/2	0.25	1/8	1/8	Chord	12/8	3	1	1/16		1/16	1	811										43				
34	34	795/4	795/4	0.25	3/16	3/16	Chord	12/8	3	1	1/16		1/16	1	812										43				
34	34	199	199	0.25	1/4	1/4	Chord	12/8	3	1	1/16		1/16	1	813										43				
34	34	797/4	797/4	0.25	5/16	5/16	Chord	12/8	3	1	1/16		1/16	1	814										43				
34	34	399/2	399/2	0.25	3/8	3/8	Chord	12/8	3	1	1/16		1/16	1	815										43				
34	34	799/4	799/4	0.25	7/16	7/16	Chord	12/8	3	1	1/16		1/16	1	816										43				
34	34	200	200	0.25	1/2	1/2	Chord	12/8	3	1	1/16		1/16	1	817										43				
34	34	801/4	801/4	0.25	9/16	9/16	Chord	12/8	3	1	1/16		1/16	1	818										43				
