mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin	crescendo_line
30	30	117	117	0.5	1/4	1/4	Chord	4/4	3	2	1/8		1/8	1	538													
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8		1/8	1	539													
30	30	118	118	1.0	1/2	1/2	Chord	4/4	3	2	1/4		1/4	1	540													
30	30	119	119	1.0	3/4	3/4	Chord	4/4	3	2	1/4		1/4	1	541													
30	30	116	116	1.5	0	0	Chord	4/4	3	3	3/8		1/4	3/2	542													
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	3	3	1/8		1/8	1	543													
30	30	118	118	1.0	1/2	1/2	Chord	4/4	3	3	1/4		1/4	1	544													
30	30	119	119	1.0	3/4	3/4	Chord	4/4	3	3	1/4		1/4	1	545													
31	31	120	120	4.0	0	0	Chord	4/4	2	1	1		1	1	546													
31	31	120	120	4.0	0	0	Chord	4/4	3	1	1		1	1	547													
